,SUBJECT,DATE,WB_ny_gdp_mktp_cd,subject,date,umap0,umap1,umap2,pca0,pca1,pca2
3162,DJI,1991,462421998.5,54,1991.0,4.930793,4.97057,12.563053,-0.0596302187281637,0.001688091102160647,0.00012625320552664155
3163,DJI,1992,478058304.9,54,1992.0,4.796498,5.0036116,12.544241,-0.059482567520774736,0.0009797134358652756,0.0005724319793718227
3164,DJI,1993,466048469.2,54,1993.0,4.771179,5.019186,12.635818,-0.05917378752482738,0.0007494633253791118,0.00032528093046785007
3165,DJI,1994,491689220.7,54,1994.0,4.730736,4.9803524,12.613063,-0.05912028269004677,0.0006287471575179904,0.00040074710315996605
3166,DJI,1995,497723960.6000001,54,1995.0,4.6893897,4.9327383,12.613224,-0.05933113699836166,0.0005925094791404807,0.00026739109751656266
3167,DJI,1996,494004647.7,54,1996.0000000000002,4.741404,4.9822454,12.548905,-0.05964364593568992,0.0009109824413717914,0.0007523941597942065
3168,DJI,1997,502675542.0,54,1997.0000000000002,4.7556844,4.986497,12.547232,-0.05963467843611132,0.0009504915654880013,0.0007284557672234425
3169,DJI,1998,514267869.3,54,1998.0000000000002,5.450529,5.353962,11.212849,-0.06070586970055528,0.0018137959259007766,0.0010473803305838538
3170,DJI,1999,536080148.1,54,1998.9999999999998,4.699247,4.9536667,12.587459,-0.05948285758417721,0.000856175584701955,0.0007101704723200927
3171,DJI,2000,551230861.9,54,1999.9999999999998,4.6967463,4.926319,12.567996,-0.05955299567150261,0.0010062295823880557,0.0006863761849336126
3172,DJI,2001,572417440.8,54,2000.9999999999998,4.7251544,5.026751,12.5792885,-0.05965948130421145,0.000784647769482127,0.0007633064677344282
3173,DJI,2002,591122039.6,54,2002.0,4.7393594,4.9946494,12.535429,-0.059723400149568236,0.0008454105952556462,0.0007390641285260664
3174,DJI,2003,622044665.5,54,2003.0,5.4652696,5.3209786,11.130006,-0.06058399602453834,0.0016969549862490463,0.0011220437621839979
3175,DJI,2004,666072101.8,54,2004.0,4.86075,5.040133,12.264924,-0.05952743987485776,0.0009508196479387152,0.0007776614524358053
3176,DJI,2005,708633194.7,54,2005.0,4.8902483,5.0359383,12.24884,-0.05948430341270409,0.0012341419044531422,0.0008248416389770717
3177,DJI,2006,768873684.0,54,2006.0,4.917902,5.054267,12.168386,-0.05957453471736248,0.0013360246589012492,0.0009560449466219829
3178,DJI,2007,847918929.1,54,2007.0,4.9215035,5.065052,12.118556,-0.05963682805709736,0.0011981698396304407,0.0009452683462460108
3179,DJI,2008,999105339.3,54,2008.0,4.914863,5.0937395,11.963248,-0.05962351422404877,0.0014191708087072689,0.0010041075829325971
3180,DJI,2009,1049110685.0,54,2009.0,4.932396,5.091841,12.0380125,-0.059319638730977675,0.0013131177211216608,0.0011466636590543248
3181,DJI,2010,1128611700.0,54,2010.0000000000002,5.0148273,5.088062,11.817093,-0.05974520377326997,0.001499111464297884,0.0008312149754868139
3182,DJI,2011,1239144502.0,54,2011.0000000000002,5.007304,5.0857377,11.880024,-0.0598248904499467,0.0016682967819291073,0.0008830686510323794
3183,DJI,2012,1353632942.0,54,2012.0000000000002,5.568901,5.533706,11.474264,-0.0602620127269914,0.001961289791724735,0.0009435762161921656
3184,DJI,2013,1324733712.0000002,54,2012.9999999999998,12.927203,8.779899,9.957392,-0.05865763448237488,0.0013215180074053817,0.00037850920339840426
3185,DJI,2014,1455035089.0,54,2013.9999999999998,12.940922,8.780359,9.97411,-0.05868236498409296,0.0013582573079563734,0.000380336386470638
3186,DJI,2015,1633741923.0,54,2014.9999999999998,12.927326,8.625617,10.187265,-0.05861350792306325,0.001437374437870966,0.0002780345620940039
3187,DJI,2016,1764268469.0,54,2016.0,12.822853,8.37394,10.424536,-0.05864050260404342,0.0015361417065523715,0.0002391666914385263
3188,DJI,2017,1844674435.0,54,2017.0,12.548636,7.598574,11.210328,-0.05885711361790208,0.0017004942180589614,0.0001676936003874157
3189,DJI,2018,1965982322.0,54,2018.0,11.804564,3.022118,11.378176,-0.05902636365574414,0.001849414850294026,0.0003162413058817419
3190,DMA,1961,404859943819.5532,55,1961.0,8.301795,-5.2141776,4.766229,-0.03321494077716973,-0.0024571740061765652,0.0030097066325856137
3191,DMA,1962,189500489745.78265,55,1962.0,4.356029,-0.55812126,7.3703117,-0.04438837319753059,-0.001988016150446379,-0.0006111630435100877
3192,DMA,1963,196097913582.86786,55,1963.0,4.3787003,-0.5742022,7.3657084,-0.04417010857383153,-0.0020570581358595433,-0.0007769125238225649
3193,DMA,1964,191825971749.5299,55,1964.0,4.382342,-0.57241005,7.416146,-0.04431625050493566,-0.0016408621859745347,-0.0008452120048850049
3194,DMA,1965,218420239340.29465,55,1965.0,4.3440866,-0.5636553,7.404518,-0.04441225899173807,-0.0017860967805190884,-0.0010906404040325756
3195,DMA,1966,201269947416.51932,55,1966.0,4.3248754,-0.540816,7.373155,-0.04376131899439741,-0.0024099438268897935,-0.0011192173598508683
3196,DMA,1967,197571737982.45142,55,1967.0000000000002,4.360448,-0.5675518,7.383761,-0.043868492573864624,-0.001923615224160561,-0.0009631107772513991
3197,DMA,1968,156719929678.86154,55,1968.0000000000002,4.4352827,-0.531204,7.308913,-0.04515481906723468,-0.00140752831633727,-0.0007446357498632911
3198,DMA,1969,97496706204.52248,55,1969.0000000000002,5.382222,1.7361164,11.408763,-0.058425527018808376,0.0009466336170084083,-0.0013851078896461458
3199,DMA,1970,47762088900.39906,55,1969.9999999999998,5.321337,2.0264015,11.331056,-0.059624175919512,0.00182697799073455,-0.0002380832372777122
3200,DMA,1971,-58902809971.051765,55,1970.9999999999998,5.4442806,2.1964772,11.1513815,-0.060187202236690766,0.0008011721911130231,0.0005622801391262853
3201,DMA,1972,-24514615049.981815,55,1971.9999999999998,5.4574513,2.1097703,11.282438,-0.05993737528836041,0.0013124976096938958,0.00019922431586332236
3202,DMA,1973,44112981251.2148,55,1973.0,5.4325023,2.0904462,11.334798,-0.059048582276519275,0.0013917875054210137,-0.00027160658943887784
3203,DMA,1974,-35119227833.86907,55,1974.0,5.450767,2.056872,11.315591,-0.058845247971648154,0.0014932931197194762,-0.0002674570559575751
3204,DMA,1975,-30143090441.773746,55,1975.0,5.4089456,2.112667,11.384492,-0.060196234505098235,0.0015095132014089892,-5.4216840478393185e-05
3205,DMA,1976,-74985884137.81407,55,1976.0,5.857055,4.8347745,9.538015,-0.05939720374549579,0.0009075581412305183,0.000415699972765895
3206,DMA,1977,45872947.410000004,55,1977.0,5.793652,4.901989,9.369473,-0.05903337548722159,0.0007826855313931808,-5.7391342698323454e-05
3207,DMA,1978,57130215.559999995,55,1978.0,5.7887745,4.9202256,9.208724,-0.05876676854940529,0.0008608075492734003,-0.00040238240913099396
3208,DMA,1979,55017758.89,55,1979.0,5.7920327,4.8825555,9.256811,-0.05877697613518121,0.0007220414362943696,-0.00033657246636870097
3209,DMA,1980,72804653.33,55,1980.0,5.7951574,4.9158845,9.233556,-0.05885028027209482,0.00063211988853088,-0.00034537561071066735
3210,DMA,1981,82107391.11,55,1981.0000000000002,5.816141,4.899955,9.25593,-0.05885577418446046,0.0007031422492533565,-0.0003606525074110854
3211,DMA,1982,89527576.67,55,1982.0000000000002,5.86795,4.896262,9.156773,-0.05873435214571475,0.0007583761602684142,-0.0005025327144587845
3212,DMA,1983,98665191.48,55,1983.0000000000002,6.1347175,5.089276,8.861367,-0.05844175352955625,0.0005739539668885948,2.236093022002882e-05
3213,DMA,1984,109157070.7,55,1983.9999999999998,5.9578843,4.951629,9.006124,-0.0587000441056082,0.0006884222861514446,-0.00019829200004172658
3214,DMA,1985,119491932.99999999,55,1984.9999999999998,6.1647615,5.1089053,8.808491,-0.05839660477350924,0.0005774682445772489,-0.00015688043929098743
3215,DMA,1986,135161958.5,55,1985.9999999999998,6.1479883,5.0798664,8.811485,-0.058326616167661494,0.0005179738471917756,-0.00026008741702036734
3216,DMA,1987,151868754.4,55,1986.9999999999998,6.343678,5.071738,8.650427,-0.058046621389969945,0.0002473062398566123,-0.0005838848370882668
3217,DMA,1988,171106184.1,55,1988.0,6.215964,5.0736666,8.772781,-0.05831288064208036,0.0004297138021715592,-0.00024776639035105336
3218,DMA,1989,185137243.0,55,1989.0,6.211088,5.0976214,8.78057,-0.05840152566656346,0.0004757947127755688,-9.791074199588116e-05
3219,DMA,1990,201428730.0,55,1990.0,6.2006226,5.0562735,8.787758,-0.05835904503687443,0.0004620666654671576,-0.0001889889907589458
3220,DMA,1991,219763222.2,55,1991.0,6.2806478,5.075653,8.799967,-0.058353482199474546,0.0002719511803700352,-0.0001524977812284849
3221,DMA,1992,234058259.3,55,1992.0,6.3244047,5.059738,8.764466,-0.05830566247549701,0.0002448389481267431,-0.000126478049380087
3222,DMA,1993,245527592.6,55,1993.0,6.416993,5.1466746,8.738552,-0.05809550748863984,0.0003636672726977878,0.00014889800070267068
3223,DMA,1994,264375666.7,55,1994.0,6.4220843,5.0526996,8.809007,-0.058062735355409685,0.00016165744835372071,0.00017279081171293767
3224,DMA,1995,274522148.1,55,1995.0,6.6753497,4.9423814,8.5394945,-0.05775117825504884,-0.00028502370554259594,-0.0003741021887034399
3225,DMA,1996,292286000.0,55,1996.0000000000002,6.4548683,5.0724964,8.708627,-0.058021498463082646,0.00014862110855468652,3.1998987426592986e-05
3226,DMA,1997,302989185.2,55,1997.0000000000002,6.9510427,4.9114537,8.524849,-0.05687670465400322,-0.0013137146478171449,-0.0008440703977983141
3227,DMA,1998,322409851.9,55,1998.0000000000002,6.574135,4.983591,8.549855,-0.05793122890029873,-0.00019275458487821764,-0.0006760041453669209
3228,DMA,1999,331759000.0,55,1998.9999999999998,6.9881735,4.915304,8.537262,-0.0572082241723531,-0.00087832680599455,-0.0005004899622720751
3229,DMA,2000,333468888.9,55,1999.9999999999998,6.7114744,4.9743776,8.550143,-0.057771790145015066,-0.00013904494305309358,-0.0001962842251846099
3230,DMA,2001,340205074.09999996,55,2000.9999999999998,6.8885865,4.9184203,8.550288,-0.057225438519388494,-0.0008649016887964439,-0.0005217774475896425
3231,DMA,2002,333195185.2,55,2002.0,6.648566,4.9265795,8.469856,-0.05762798336978611,-8.088581870627713e-05,-0.0004309868366346381
3232,DMA,2003,343310666.7,55,2003.0,6.870525,4.9132075,8.509848,-0.05705810420171976,-0.0007930427620794832,-0.0005512448442407896
3233,DMA,2004,367199111.1,55,2004.0,6.7636995,4.832029,8.425297,-0.057235661662851454,-0.0004822940701771967,-0.0006529060303687432
3234,DMA,2005,364255074.09999996,55,2005.0,6.800018,4.308164,7.969948,-0.057669447728315046,0.0001920782392092323,-0.0006125176330572735
3235,DMA,2006,390250148.1,55,2006.0,6.790623,4.021278,7.7286935,-0.05772996410328408,0.0004316290314612263,-0.000732763018548111
3236,DMA,2007,421375851.9,55,2007.0,6.727194,3.7048414,7.428435,-0.05791959862014216,0.0008224562428815244,-0.0008845079761245629
3237,DMA,2008,458190185.2,55,2008.0,6.704656,3.665288,7.264091,-0.058271413182318585,0.0013025397673361145,-0.0009413899285324494
3238,DMA,2009,489074333.3,55,2009.0,6.6826487,3.6520474,7.249717,-0.05863403968174766,0.0012335744313203738,-0.0011273957348774631
3239,DMA,2010,493824413.3,55,2010.0000000000002,6.716276,3.7206056,7.2336044,-0.05860464452507849,0.0012718718982731231,-0.0006130538637458163
3240,DMA,2011,501025303.3,55,2011.0000000000002,6.682678,3.6450047,7.240539,-0.05862087989077117,0.001339933855135107,-0.001044056980034138
3241,DMA,2012,485997988.1,55,2012.0000000000002,6.6982756,3.6656547,7.270301,-0.058320695538068575,0.00136333241258601,-0.0007766372951608211
3242,DMA,2013,501979134.3999999,55,2012.9999999999998,6.6770883,3.6084332,7.2848043,-0.058507272151783106,0.001333202479286769,-0.0011558818500519953
3243,DMA,2014,523540777.8,55,2013.9999999999998,6.6639433,3.5855403,7.2632117,-0.05847951961411857,0.0013319814266836367,-0.0011983760344293787
3244,DMA,2015,540830670.0,55,2014.9999999999998,6.697454,3.6115239,7.362531,-0.05828943522056953,0.0010296258571041198,-0.001162539108299087
3245,DMA,2016,575468234.4,55,2016.0,6.6801867,3.509199,7.4336524,-0.05798732263776136,0.0007646504790526674,-0.0014423508022804632
3246,DMA,2017,496726248.49999994,55,2017.0,6.588309,3.017395,7.5769587,-0.05755135680975337,0.0007247041517639965,-0.0022144119115253785
3247,DMA,2018,503646211.1,55,2018.0,6.5585046,3.0776982,7.563231,-0.057561918675457006,0.0015662650204000387,-0.0017669906061527326
3248,DNK,1961,6933842099.0,56,1961.0,4.798466,0.0481826,5.1299806,-0.0370999693995326,-0.00320310226900292,0.0018221607196935153
3249,DNK,1962,7812968114.0,56,1962.0,4.2792087,1.7127033,4.96864,-0.044875247128464815,-0.0006594469307955884,-0.0015039665201008268
3250,DNK,1963,8316692386.0,56,1963.0,4.279711,1.7234823,4.9691787,-0.04426057985432893,-0.000900463046204742,-0.0012894248251507688
3251,DNK,1964,9506678763.0,56,1964.0,4.2835197,1.7222612,4.975968,-0.04436262119101376,-0.0008569697838729769,-0.0013156498185395743
3252,DNK,1965,10678897387.0,56,1965.0,4.376933,1.4811636,5.1672974,-0.046600354319217725,-0.00022542844932300858,-0.001981771287637179
3253,DNK,1966,11721248101.0,56,1966.0,4.387342,1.5061927,5.258295,-0.046918912115724715,-0.0008955344265601102,-0.0029804550033039833
3254,DNK,1967,12788479692.0,56,1967.0000000000002,4.4013586,1.4387833,5.206536,-0.04698613538614854,-1.7039600579449165e-06,-0.0035295755012652802
3255,DNK,1968,13196541952.0,56,1968.0000000000002,4.400761,1.4690387,5.18699,-0.04640665235548546,2.350180133186691e-05,-0.003945413249882719
3256,DNK,1969,15009384585.0,56,1969.0000000000002,4.9500012,0.6064283,6.0521526,-0.05175985066713774,-0.0010031326622042245,-0.0021822981578566844
3257,DNK,1970,17075466667.000002,56,1969.9999999999998,11.18356,2.7687237,9.055874,-0.056494510240728026,0.0025140997246567882,-0.0002898702377456184
3258,DNK,1971,19085681968.0,56,1970.9999999999998,11.222894,2.964792,9.121472,-0.05726289995812353,0.001563936330095887,-0.00012484446250740524
3259,DNK,1972,23232411898.0,56,1971.9999999999998,11.266654,2.899529,9.039701,-0.057129265574699745,0.0015153929143496758,-8.882067112433469e-05
3260,DNK,1973,30730638896.0,56,1973.0,11.290432,2.8742814,9.008503,-0.05660262086663742,0.0016595008753812488,-0.00013377042718451616
3261,DNK,1974,34160363583.0,56,1974.0,11.282674,2.9028594,9.049707,-0.056460997285712675,0.0015997103168407544,-0.00011588105532086
3262,DNK,1975,40474400473.0,56,1975.0,13.955391,4.25777,5.3507137,-0.056207101580182176,0.0015953322955226392,-0.0003302194088130314
3263,DNK,1976,44575847808.00001,56,1976.0,13.864308,4.284949,5.3819475,-0.05585884220504563,0.0016037601236016347,-0.0002918280742029574
3264,DNK,1977,49784281716.0,56,1977.0,13.802603,4.311519,5.3562207,-0.05548895163716513,0.0016193372030395782,-0.000327087428464505
3265,DNK,1978,60362854967.0,56,1978.0,13.784221,4.2712927,5.3534684,-0.05501963716442523,0.0015393131539739523,-0.0003000703666432536
3266,DNK,1979,70366280175.0,56,1979.0,13.798938,4.1935434,5.2912035,-0.05443975754454919,0.001608421802622899,-0.0002284907929301489
3267,DNK,1980,71127592754.0,56,1980.0,13.744963,3.9681804,5.344083,-0.0540134163290568,0.002067312071601248,-0.0005457507554009032
3268,DNK,1981,61877755005.0,56,1981.0000000000002,13.732743,4.0523653,5.3891964,-0.0543692739193489,0.002206864366094485,-0.0005757746024550726
3269,DNK,1982,60412846239.0,56,1982.0000000000002,13.748066,4.055014,5.393968,-0.05451250047905187,0.002148954470796785,-0.0006349481653221235
3270,DNK,1983,60644833242.0,56,1983.0000000000002,13.787846,3.9504755,5.426613,-0.05445640179055881,0.0021535155208823454,-0.000518584938534164
3271,DNK,1984,59105208273.0,56,1983.9999999999998,13.765501,3.9568613,5.477967,-0.054508332192856605,0.0022585455880631926,-0.0004688186368752361
3272,DNK,1985,62658544410.99999,56,1984.9999999999998,13.781521,3.8363018,5.348723,-0.054191192010073844,0.002313042369512414,-0.00043982173915883295
3273,DNK,1986,88078729452.0,56,1985.9999999999998,13.699174,3.5598323,4.8025775,-0.05319279487393604,0.0021824710417107595,-0.0002953364377755361
3274,DNK,1987,109000000000.0,56,1986.9999999999998,13.671967,3.3389816,4.5911827,-0.05214978007953567,0.0021429075220249084,-0.00022911380963726812
3275,DNK,1988,116000000000.0,56,1988.0,13.719374,3.170685,4.439735,-0.05134278490629298,0.002354681728528668,-0.0001455412084354137
3276,DNK,1989,112000000000.0,56,1989.0,13.72299,3.1458704,4.410502,-0.05131365831306061,0.0024332146854311536,-5.2561313346871156e-05
3277,DNK,1990,138000000000.0,56,1990.0,13.719995,2.9084349,4.288026,-0.05000161880235294,0.002571209337786954,0.00024392438700152714
3278,DNK,1991,139000000000.0,56,1991.0,13.7365675,2.8515208,4.176126,-0.04962257795814485,0.0027313840580543403,0.00016661698891507197
3279,DNK,1992,153000000000.0,56,1992.0,13.822311,2.7999053,4.1498027,-0.04893108025072208,0.0028073711026994443,0.00018512875111216826
3280,DNK,1993,143000000000.0,56,1993.0,13.710433,2.800063,4.140447,-0.049427051904053894,0.0025786664933756588,-6.419965448664426e-06
3281,DNK,1994,156000000000.0,56,1994.0,13.7783575,2.6562452,4.0265303,-0.04830484491094228,0.002853763740295354,5.8530453857024497e-05
3282,DNK,1995,185000000000.0,56,1995.0,13.87848,2.185373,3.402982,-0.046290329361530665,0.0031578197170217793,0.0002505794129216784
3283,DNK,1996,188000000000.0,56,1996.0000000000002,13.947059,2.134618,3.4497616,-0.04636241792202484,0.00301390841370775,0.0002668644504247586
3284,DNK,1997,174000000000.00003,56,1997.0000000000002,13.947607,2.150291,3.433549,-0.04678883896274133,0.0028874202943134342,0.0004953207123891284
3285,DNK,1998,177000000000.00003,56,1998.0000000000002,13.911113,2.1372755,3.4032192,-0.046536986304535184,0.0029331617323581373,0.00043612745407177163
3286,DNK,1999,178000000000.0,56,1998.9999999999998,13.92852,2.1337776,3.397779,-0.04611291824155003,0.0031751964424870695,0.0005004173430290798
3287,DNK,2000,164000000000.0,56,1999.9999999999998,13.904305,2.1378748,3.3990953,-0.04609127080280811,0.003757296213153246,0.0005489222098114326
3288,DNK,2001,165000000000.0,56,2000.9999999999998,13.925499,2.1178145,3.3691597,-0.045874075966534124,0.003811992473822665,0.0005314102100454691
3289,DNK,2002,179000000000.0,56,2002.0,13.808335,2.0938466,3.2957547,-0.04452034115035131,0.004243176750386793,0.0005737215415270628
3290,DNK,2003,218000000000.0,56,2003.0,13.650357,2.0540314,3.067704,-0.04240440053430836,0.0045086904074591065,0.0005646743326629658
3291,DNK,2004,251000000000.0,56,2004.0,12.600208,2.135273,1.455399,-0.04002635833224917,0.005075944198060107,0.0006097222591933992
3292,DNK,2005,264000000000.0,56,2005.0,11.797993,0.9769654,-0.693278,-0.0367474815520979,0.002972402932811372,-0.0001672483586369014
3293,DNK,2006,283000000000.0,56,2006.0,11.800987,0.97282314,-0.6739677,-0.03447115119096226,0.003898000199638743,-0.0002601752437947292
3294,DNK,2007,319000000000.0,56,2007.0,11.783117,1.0285147,-0.6280816,-0.031495751320487805,0.004757121244734535,-0.0004598063822241122
3295,DNK,2008,353000000000.0,56,2008.0,11.674091,1.1095526,-0.56741846,-0.028328327212766513,0.0059055298787586905,-0.0008495080126204866
3296,DNK,2009,321000000000.0,56,2009.0,11.771278,1.006867,-0.59938747,-0.03251426858047292,0.0038336428248810423,-0.0013571104679578104
3297,DNK,2010,322000000000.0,56,2010.0000000000002,11.782987,0.97029245,-0.6484892,-0.03251831258921283,0.004199881926970513,-0.0016449053814803546
3298,DNK,2011,344000000000.0,56,2011.0000000000002,11.765454,1.0597265,-0.62070644,-0.029805052885155222,0.0052200006766509426,-0.0015609523481807696
3299,DNK,2012,327000000000.0,56,2012.0000000000002,11.756897,1.0311626,-0.6087089,-0.0307358418102575,0.0052440888876791976,-0.0015640582790827236
3300,DNK,2013,344000000000.0,56,2012.9999999999998,11.745432,1.0540444,-0.625312,-0.029531569738241364,0.005543964629439295,-0.0014897581261854673
3301,DNK,2014,353000000000.0,56,2013.9999999999998,11.695484,1.1382488,-0.63081723,-0.028598177157058237,0.005556872971978762,-0.0015073198647554856
3302,DNK,2015,303000000000.0,56,2014.9999999999998,11.742619,0.99690413,-0.58169645,-0.03176359796442423,0.004784641960028105,-0.0012236413237648282
3303,DNK,2016,312000000000.0,56,2016.0,11.720008,1.0461395,-0.5882475,-0.03157946186599946,0.004578116099164979,-0.0010582035445175285
3304,DNK,2017,330000000000.0,56,2017.0,11.778,1.094613,-0.6357978,-0.03041567858297065,0.005230195247393434,-0.0015024443059115024
3305,DNK,2018,351000000000.00006,56,2018.0,11.792616,1.2596334,-0.66608137,-0.02733785575957101,0.00548296554564499,-0.003649524432566917
3306,DOM,1961,654100200.0,57,1961.0,10.249909,3.9238698,12.257499,-0.05913537230148617,0.001442092095501046,-0.00029406697075877816
3307,DOM,1962,824100000.0,57,1962.0,10.228835,4.1758475,12.597093,-0.059051916292542285,0.0010818788348692947,-0.0003225120349112268
3308,DOM,1963,940799900.0,57,1963.0,10.232724,4.1873612,12.51467,-0.05904608875447778,0.001108951167344462,-0.000333574404964589
3309,DOM,1964,1025599900.0,57,1964.0,9.975448,4.5508523,12.505131,-0.05901150803641427,0.0009172467966784674,3.766005461590028e-05
3310,DOM,1965,888100000.0,57,1965.0,10.283039,4.2190437,12.321453,-0.05887780955517952,0.00102955483209928,0.00020201944852239715
3311,DOM,1966,983900000.0,57,1966.0,10.186915,4.857607,11.9487,-0.0586572699820672,0.0008207449336482655,0.000230397810320077
3312,DOM,1967,1034799999.9999999,57,1967.0000000000002,10.26482,4.408811,12.136379,-0.058731323254485455,0.001076482940512633,0.00018072408063273107
3313,DOM,1968,1079100000.0,57,1968.0000000000002,10.987833,6.685465,10.171004,-0.0586804919497342,0.0011609337331439833,0.00019841263607116603
3314,DOM,1969,1230500000.0,57,1969.0000000000002,10.873105,6.83721,10.472958,-0.05892165041267701,0.0009013900169431207,0.0002499003205063936
3315,DOM,1970,1485499999.9999998,57,1969.9999999999998,11.18168,7.298052,11.382,-0.059069202332917514,0.0011542278034609808,0.00012234096991984518
3316,DOM,1971,1666500000.0,57,1970.9999999999998,11.204687,7.6316266,11.507272,-0.059078777566914,0.0011953340921346004,0.00019218242024590974
3317,DOM,1972,1987400000.0,57,1971.9999999999998,10.335802,6.671976,12.680116,-0.058230985553781485,0.0017740494854760172,0.0002796355774299539
3318,DOM,1973,2344800000.0,57,1973.0,11.399705,-0.24333175,12.42374,-0.05884563641788403,0.0011743756343592555,0.0002287022870696185
3319,DOM,1974,2925700000.0000005,57,1974.0,11.395744,-0.25834474,12.424206,-0.05880549593652425,0.0011517107244020477,0.00022239985022322992
3320,DOM,1975,3599200000.0,57,1975.0,11.394559,-0.2548474,12.425472,-0.058754441305434536,0.0011358024083374081,0.0002309128154597624
3321,DOM,1976,3951500000.0,57,1976.0,11.395686,-0.2601505,12.422051,-0.05882658385795934,0.001109204798430638,0.00021704702086009184
3322,DOM,1977,4587100000.0,57,1977.0,12.689082,8.936346,11.818767,-0.05856037244850932,0.0012639671275270301,0.00022464588343208865
3323,DOM,1978,4734400000.0,57,1978.0,12.556804,8.872959,11.854656,-0.058585714186376064,0.001246107668262948,0.00020658439780348495
3324,DOM,1979,5498800000.0,57,1979.0,12.592486,8.919201,11.836743,-0.05852507055863167,0.0012773038143095443,0.0001928417614835052
3325,DOM,1980,6761300000.0,57,1980.0,12.357383,8.769692,11.893179,-0.058545564234305396,0.0012715889814665848,0.0001991621073238225
3326,DOM,1981,7561300000.0,57,1981.0000000000002,12.311657,8.68939,11.903114,-0.0585442838322778,0.0012678111509293424,0.0002020549195171699
3327,DOM,1982,8267400000.0,57,1982.0000000000002,12.181888,8.6037,11.917666,-0.058658134979441445,0.0013241852106098417,0.0002928066217944273
3328,DOM,1983,9220600000.0,57,1983.0000000000002,12.230508,8.718136,11.902082,-0.05853016121968424,0.001245645047501541,0.00016752881603062777
3329,DOM,1984,11593999999.999998,57,1983.9999999999998,12.282693,8.621102,11.922697,-0.0584452470155269,0.0011706269672107348,0.000184580354834469
3330,DOM,1985,5044592945.0,57,1984.9999999999998,12.440242,8.831618,11.872879,-0.05856570416750832,0.0012842619366114389,0.0001937855615997984
3331,DOM,1986,6122198119.999999,57,1985.9999999999998,12.147224,8.811936,11.816042,-0.0585850626232968,0.0013189970212314414,0.00016765815445957116
3332,DOM,1987,5826987099.0,57,1986.9999999999998,12.648376,8.920022,11.829337,-0.05853688182895416,0.0013255218793254502,0.00022745914857444057
3333,DOM,1988,5374314928.0,57,1988.0,12.597935,8.941102,11.799705,-0.05854946151595775,0.0013663492346600236,0.0002326306095693061
3334,DOM,1989,6686593060.0,57,1989.0,13.011635,8.592585,11.92056,-0.05839438501034703,0.0014571360397594118,0.00030682999742520656
3335,DOM,1990,7073675545.0,57,1990.0,13.237423,8.278963,11.949777,-0.05820652537665426,0.001259674000955561,0.00011762434022790187
3336,DOM,1991,9734321854.0,57,1991.0,13.316918,8.201376,11.951687,-0.05816088843893193,0.0012883077103938195,0.0002867247291600113
3337,DOM,1992,11356271336.0,57,1992.0,13.303388,8.162878,11.963096,-0.05801312454642952,0.0013153033721927706,0.00021188522970356399
3338,DOM,1993,13081042400.0,57,1993.0,13.288615,8.181674,11.981184,-0.057914513168982475,0.001334177768321824,0.00021209427137050557
3339,DOM,1994,14664237666.999998,57,1994.0,13.2858925,8.10864,12.017292,-0.057829232343243706,0.0013627953547781942,0.00019379836888181454
3340,DOM,1995,16598679279.0,57,1995.0,12.896126,7.066079,10.455717,-0.058012682132863244,0.0015700036992940699,8.01907610291798e-05
3341,DOM,1996,18241691857.0,57,1996.0000000000002,13.454878,6.8654017,10.601789,-0.05767902947863279,0.0016406359632697163,0.000348447646511069
3342,DOM,1997,20017908829.0,57,1997.0000000000002,13.371888,6.8452387,10.461257,-0.057521668083617875,0.0017032298242824911,0.00030084847357474863
3343,DOM,1998,21672526563.0,57,1998.0000000000002,13.007134,6.91764,10.426562,-0.05759642163310563,0.001672856362685606,3.3743276512445054e-05
3344,DOM,1999,22137599986.0,57,1998.9999999999998,13.103788,6.8629656,10.36868,-0.05751628811208615,0.001729186979170671,-2.739009939798145e-05
3345,DOM,2000,24305116729.0,57,1999.9999999999998,9.881784,6.8904157,8.651141,-0.05657950380113785,0.0005335936961800814,0.00010286291279203941
3346,DOM,2001,25599311449.0,57,2000.9999999999998,12.7683935,6.410448,6.8198023,-0.05672939654347201,0.0010558486325140508,0.0003036626748867926
3347,DOM,2002,27362875603.0,57,2002.0,10.022799,6.9609756,8.480145,-0.05641468242595384,0.0006003369399985232,0.0004061909291280588
3348,DOM,2003,21642882856.0,57,2003.0,12.898635,6.4877663,6.565474,-0.05674886045122097,0.0013903667925858306,0.00026920673813822906
3349,DOM,2004,22692574473.0,57,2004.0,12.913527,6.527291,6.645211,-0.056669990393580685,0.0013730169734733472,0.00029327227015309767
3350,DOM,2005,36119047252.0,57,2005.0,12.8737955,6.414492,6.39976,-0.05622730717733657,0.001404488523334659,0.00024640377985008237
3351,DOM,2006,38116351526.0,57,2006.0,12.834462,6.278845,6.1140084,-0.056108389506235604,0.0017286592437630824,0.00013437039579709345
3352,DOM,2007,44169678153.0,57,2007.0,12.848409,6.201782,5.9559216,-0.055816962764212,0.0018252523626850967,0.0001309504517535349
3353,DOM,2008,48288967303.0,57,2008.0,12.744715,6.1539254,5.8635554,-0.055727111375060465,0.0020322963739683544,-2.3617488133053866e-05
3354,DOM,2009,48376555306.0,57,2009.0,12.832017,6.1530647,5.879916,-0.056120168404543605,0.0019377093065634566,-9.432117075058276e-05
